"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"38069_at"	"0.739339"	"4.49e-01"	"0.7721596"	"-5.85281"	"0.0608125"	"CLCN7"	"chloride voltage-gated channel 7"
"36240_at"	"0.739556"	"4.49e-01"	"0.7717628"	"-5.8531"	"0.0810657"	"RAPGEF1"	"Rap guanine nucleotide exchange factor 1"
"32519_at"	"0.739556"	"4.49e-01"	"-0.7717294"	"-5.85313"	"-0.0690921"	"MAP2K2"	"mitogen-activated protein kinase kinase 2"
"35459_at"	"0.739556"	"4.49e-01"	"0.771628"	"-5.8532"	"0.2434562"	"RGS13"	"regulator of G-protein signaling 13"
"32407_f_at"	"0.73961"	"4.49e-01"	"-0.7714703"	"-5.85332"	"-0.0499738"	""	""
"1130_at"	"0.739616"	"4.49e-01"	"-0.7713623"	"-5.8534"	"-0.0538317"	"MAP2K1"	"mitogen-activated protein kinase kinase 1"
"34299_at"	"0.739642"	"4.50e-01"	"-0.7712346"	"-5.8535"	"-0.1271248"	"PATZ1"	"POZ/BTB and AT hook containing zinc finger 1"
"40255_at"	"0.739781"	"4.50e-01"	"-0.7708361"	"-5.8538"	"-0.050383"	"DDX28"	"DEAD-box helicase 28"
"39496_s_at"	"0.739781"	"4.50e-01"	"0.7707499"	"-5.85386"	"0.0514452"	"RNFT2"	"ring finger protein, transmembrane 2"
"34890_at"	"0.739781"	"4.50e-01"	"-0.7707498"	"-5.85386"	"-0.1005012"	"ATP6V1A"	"ATPase H+ transporting V1 subunit A"
"41566_at"	"0.739781"	"4.50e-01"	"0.7706844"	"-5.85391"	"0.0742983"	"TCF15"	"transcription factor 15 (basic helix-loop-helix)"
"327_f_at"	"0.739866"	"4.50e-01"	"-0.7703104"	"-5.85419"	"-0.0410869"	"SNORD54///RPS20"	"small nucleolar RNA, C/D box 54///ribosomal protein S20"
"36767_at"	"0.739866"	"4.50e-01"	"0.7702775"	"-5.85422"	"0.057567"	"CYP1A1"	"cytochrome P450 family 1 subfamily A member 1"
"41717_at"	"0.739866"	"4.50e-01"	"0.7702654"	"-5.85423"	"0.0641079"	"MIR1908///FADS1"	"microRNA 1908///fatty acid desaturase 1"
"40807_at"	"0.739866"	"4.50e-01"	"-0.7701908"	"-5.85428"	"-0.0454705"	"LRRC41"	"leucine rich repeat containing 41"
"38106_at"	"0.739977"	"4.50e-01"	"-0.7699735"	"-5.85445"	"-0.1087539"	"NSA2"	"NSA2, ribosome biogenesis homolog"
"36837_at"	"0.740226"	"4.50e-01"	"-0.7696104"	"-5.85472"	"-0.0820743"	"KIF2C"	"kinesin family member 2C"
"41568_at"	"0.740236"	"4.51e-01"	"0.7694993"	"-5.8548"	"0.0713055"	"ARSD"	"arylsulfatase D"
"38594_i_at"	"0.740289"	"4.51e-01"	"-0.7693426"	"-5.85492"	"-0.0646405"	"CEP170B"	"centrosomal protein 170B"
"33795_at"	"0.740413"	"4.51e-01"	"0.7690938"	"-5.8551"	"0.0603637"	"TCF20"	"transcription factor 20"
"34703_f_at"	"0.740413"	"4.51e-01"	"0.7690107"	"-5.85517"	"0.1259874"	"HHLA1"	"HERV-H LTR-associating 1"
"37272_at"	"0.740603"	"4.51e-01"	"0.7686846"	"-5.85541"	"0.0449212"	"ITPKB"	"inositol-trisphosphate 3-kinase B"
"36919_r_at"	"0.740603"	"4.51e-01"	"-0.7686085"	"-5.85547"	"-0.204513"	"FPR1"	"formyl peptide receptor 1"
"40721_g_at"	"0.741503"	"4.52e-01"	"0.767551"	"-5.85626"	"0.0810963"	"TRAF3IP3"	"TRAF3 interacting protein 3"
"38872_at"	"0.741503"	"4.52e-01"	"0.7674624"	"-5.85632"	"0.0547227"	"ZNF230"	"zinc finger protein 230"
"33771_at"	"0.741556"	"4.52e-01"	"-0.7673062"	"-5.85644"	"-0.0898135"	"LRRC8B"	"leucine rich repeat containing 8 family member B"
"33318_at"	"0.741596"	"4.52e-01"	"-0.7671628"	"-5.85655"	"-0.2525083"	"MBNL2"	"muscleblind like splicing regulator 2"
"34396_at"	"0.74173"	"4.52e-01"	"0.7668475"	"-5.85678"	"0.0970812"	"ASXL1"	"additional sex combs like 1, transcriptional regulator"
"34633_s_at"	"0.74173"	"4.52e-01"	"0.7668206"	"-5.8568"	"0.0901038"	"GP5"	"glycoprotein V platelet"
"40804_at"	"0.741738"	"4.52e-01"	"0.7665809"	"-5.85698"	"0.0587396"	"NUP88"	"nucleoporin 88"
"40009_at"	"0.741738"	"4.52e-01"	"0.7665026"	"-5.85704"	"0.1231705"	"AFF2"	"AF4/FMR2 family member 2"
"36381_at"	"0.741738"	"4.52e-01"	"0.7664758"	"-5.85706"	"0.095381"	""	""
"35173_at"	"0.741738"	"4.52e-01"	"-0.7663874"	"-5.85713"	"-0.0744018"	"PNPLA4"	"patatin like phospholipase domain containing 4"
"35159_at"	"0.741738"	"4.53e-01"	"0.7660462"	"-5.85738"	"0.062658"	"TBCE"	"tubulin folding cofactor E"
"36565_at"	"0.741738"	"4.53e-01"	"0.7660152"	"-5.8574"	"0.0866885"	"RNF113A"	"ring finger protein 113A"
"41074_at"	"0.741738"	"4.53e-01"	"0.7660105"	"-5.85741"	"0.0677277"	"LGR5"	"leucine rich repeat containing G protein-coupled receptor 5"
"37951_at"	"0.741738"	"4.53e-01"	"-0.7660036"	"-5.85741"	"-0.146001"	"DLC1"	"DLC1 Rho GTPase activating protein"
"34907_at"	"0.742016"	"4.53e-01"	"0.7654483"	"-5.85782"	"0.0422362"	"AATK"	"apoptosis associated tyrosine kinase"
"39362_r_at"	"0.742016"	"4.53e-01"	"-0.7654276"	"-5.85784"	"-0.1350494"	"TSPAN6"	"tetraspanin 6"
"39421_at"	"0.742016"	"4.53e-01"	"-0.7654097"	"-5.85785"	"-0.0723744"	"LOC101928269///LOC100506403///RUNX1"	"uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1"
"1977_s_at"	"0.742146"	"4.53e-01"	"0.7651724"	"-5.85803"	"0.0811939"	"ETS1"	"ETS proto-oncogene 1, transcription factor"
"36947_s_at"	"0.742214"	"4.53e-01"	"0.7649997"	"-5.85816"	"0.1357936"	"DYRK1A"	"dual specificity tyrosine phosphorylation regulated kinase 1A"
"36260_at"	"0.742223"	"4.53e-01"	"0.7648895"	"-5.85824"	"0.0825767"	"PGGT1B"	"protein geranylgeranyltransferase type I subunit beta"
"37678_at"	"0.742264"	"4.53e-01"	"0.7646141"	"-5.85845"	"0.2642369"	"BAMBI"	"BMP and activin membrane bound inhibitor"
"31687_f_at"	"0.742264"	"4.53e-01"	"-0.764546"	"-5.8585"	"-0.4140406"	"HBB"	"hemoglobin subunit beta"
"32044_at"	"0.742264"	"4.53e-01"	"0.7644558"	"-5.85856"	"0.0614994"	"UBE3C"	"ubiquitin protein ligase E3C"
"35065_at"	"0.742264"	"4.53e-01"	"0.7644429"	"-5.85857"	"0.060123"	"AGGF1"	"angiogenic factor with G-patch and FHA domains 1"
"38061_at"	"0.742662"	"4.54e-01"	"0.7639108"	"-5.85897"	"0.0669714"	"RPS16"	"ribosomal protein S16"
"41695_at"	"0.742662"	"4.54e-01"	"-0.7637987"	"-5.85905"	"-0.0778574"	"ZBTB43"	"zinc finger and BTB domain containing 43"
"40169_at"	"0.742662"	"4.54e-01"	"0.7637226"	"-5.85911"	"0.0836501"	"PLIN3"	"perilipin 3"
"1830_s_at"	"0.742686"	"4.54e-01"	"0.7635517"	"-5.85924"	"0.0685975"	"TGFB1"	"transforming growth factor beta 1"
"40633_at"	"0.742686"	"4.54e-01"	"-0.7634955"	"-5.85928"	"-0.1195493"	"DIS3"	"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
"36344_at"	"0.742711"	"4.54e-01"	"0.763368"	"-5.85937"	"0.0646413"	"F2RL1"	"F2R like trypsin receptor 1"
"37854_at"	"0.742774"	"4.54e-01"	"-0.7631755"	"-5.85952"	"-0.1218238"	"ZW10"	"zw10 kinetochore protein"
"34172_s_at"	"0.742774"	"4.54e-01"	"-0.7629337"	"-5.85969"	"-0.0689996"	"AKAP17A"	"A-kinase anchoring protein 17A"
"40322_at"	"0.742774"	"4.54e-01"	"-0.7628784"	"-5.85974"	"-0.0747385"	"IL1RL1"	"interleukin 1 receptor like 1"
"40395_at"	"0.742774"	"4.54e-01"	"0.7628214"	"-5.85978"	"0.0835023"	"PLXNA2"	"plexin A2"
"40099_at"	"0.742774"	"4.54e-01"	"0.7627978"	"-5.8598"	"0.077286"	"ARHGEF2"	"Rho/Rac guanine nucleotide exchange factor 2"
"34743_at"	"0.742775"	"4.54e-01"	"-0.7626952"	"-5.85987"	"-0.0815017"	"SCRIB"	"scribbled planar cell polarity protein"
"40894_at"	"0.742855"	"4.55e-01"	"-0.762511"	"-5.86001"	"-0.1408062"	"SIKE1"	"suppressor of IKBKE 1"
"1765_at"	"0.743041"	"4.55e-01"	"0.7622143"	"-5.86023"	"0.0632749"	"CASP10"	"caspase 10"
"32171_at"	"0.743109"	"4.55e-01"	"-0.7618531"	"-5.8605"	"-0.0765196"	"EIF5"	"eukaryotic translation initiation factor 5"
"39872_at"	"0.743109"	"4.55e-01"	"-0.7618493"	"-5.8605"	"-0.0597214"	"GTSE1"	"G2 and S-phase expressed 1"
"40248_at"	"0.743109"	"4.55e-01"	"0.7617743"	"-5.86055"	"0.0658788"	"SLC9A7"	"solute carrier family 9 member A7"
"41539_at"	"0.743109"	"4.55e-01"	"0.7616673"	"-5.86063"	"0.1226799"	"GRIN2C"	"glutamate ionotropic receptor NMDA type subunit 2C"
"2008_s_at"	"0.743109"	"4.55e-01"	"0.7615814"	"-5.8607"	"0.0760943"	"MDM2"	"MDM2 proto-oncogene"
"34485_r_at"	"0.743109"	"4.55e-01"	"0.7613605"	"-5.86086"	"0.0826927"	""	""
"36397_at"	"0.743109"	"4.55e-01"	"-0.7611684"	"-5.861"	"-0.096412"	"CHRNA5"	"cholinergic receptor nicotinic alpha 5 subunit"
"32903_at"	"0.743109"	"4.55e-01"	"-0.7610049"	"-5.86112"	"-0.1042312"	"TGFBR1"	"transforming growth factor beta receptor 1"
"32599_at"	"0.743109"	"4.55e-01"	"0.7609764"	"-5.86115"	"0.104635"	"TSC1"	"tuberous sclerosis 1"
"34189_at"	"0.743109"	"4.56e-01"	"-0.7609541"	"-5.86116"	"-0.046185"	"SETDB1"	"SET domain bifurcated 1"
"33661_at"	"0.743109"	"4.56e-01"	"-0.7608822"	"-5.86122"	"-0.1002082"	"FAM69A"	"family with sequence similarity 69 member A"
"36533_at"	"0.743109"	"4.56e-01"	"-0.7608389"	"-5.86125"	"-0.1124088"	"PTGIS"	"prostaglandin I2 (prostacyclin) synthase"
"33214_at"	"0.743109"	"4.56e-01"	"0.7608298"	"-5.86125"	"0.0544252"	"MRPS12"	"mitochondrial ribosomal protein S12"
"34598_at"	"0.743109"	"4.56e-01"	"-0.7606479"	"-5.86139"	"-0.0790658"	"TNR"	"tenascin R"
"1854_at"	"0.743109"	"4.56e-01"	"-0.7606308"	"-5.8614"	"-0.1063419"	"MYBL2"	"MYB proto-oncogene like 2"
"31643_at"	"0.743258"	"4.56e-01"	"-0.7603739"	"-5.86159"	"-0.0945225"	"NEU3"	"neuraminidase 3"
"36089_at"	"0.743366"	"4.56e-01"	"-0.7601596"	"-5.86175"	"-0.1697973"	"INPP5F"	"inositol polyphosphate-5-phosphatase F"
"33507_g_at"	"0.743423"	"4.56e-01"	"-0.759907"	"-5.86194"	"-0.0767921"	"INPP4A"	"inositol polyphosphate-4-phosphatase type I A"
"798_at"	"0.743423"	"4.56e-01"	"0.7598331"	"-5.86199"	"0.0591981"	"PRIM1"	"primase (DNA) subunit 1"
"35958_at"	"0.743423"	"4.56e-01"	"0.7597981"	"-5.86202"	"0.0665962"	"GTF2IRD2B///GTF2IRD2"	"GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2"
"861_g_at"	"0.743744"	"4.56e-01"	"-0.7592617"	"-5.86241"	"-0.099034"	"MSH2"	"mutS homolog 2"
"776_at"	"0.743744"	"4.57e-01"	"-0.7591306"	"-5.86251"	"-0.0757845"	"PIGF"	"phosphatidylinositol glycan anchor biosynthesis class F"
"33974_at"	"0.743744"	"4.57e-01"	"0.7591"	"-5.86253"	"0.0627814"	"RASL10A"	"RAS like family 10 member A"
"32838_at"	"0.743744"	"4.57e-01"	"-0.7590243"	"-5.86259"	"-0.1031417"	"MYH10"	"myosin, heavy chain 10, non-muscle"
"348_at"	"0.743744"	"4.57e-01"	"0.758883"	"-5.86269"	"0.057517"	"KIFC1"	"kinesin family member C1"
"34817_s_at"	"0.743744"	"4.57e-01"	"-0.7588566"	"-5.86271"	"-0.07285"	"ATXN2L"	"ataxin 2 like"
"34123_at"	"0.743934"	"4.57e-01"	"0.7585558"	"-5.86294"	"0.1422633"	"MTRF1L"	"mitochondrial translational release factor 1 like"
"35346_at"	"0.744633"	"4.57e-01"	"-0.7577223"	"-5.86355"	"-0.0966443"	"FEM1B"	"fem-1 homolog B"
"37033_s_at"	"0.7447"	"4.57e-01"	"-0.7575516"	"-5.86368"	"-0.1022383"	"GPX1"	"glutathione peroxidase 1"
"36923_at"	"0.744748"	"4.58e-01"	"0.7573995"	"-5.86379"	"0.0587881"	"FPGS"	"folylpolyglutamate synthase"
"34606_s_at"	"0.744955"	"4.58e-01"	"0.756944"	"-5.86413"	"0.0620396"	"ATF7"	"activating transcription factor 7"
"34923_at"	"0.744955"	"4.58e-01"	"0.7569304"	"-5.86414"	"0.0577481"	"IQSEC2"	"IQ motif and Sec7 domain 2"
"1286_s_at"	"0.744955"	"4.58e-01"	"0.7568071"	"-5.86423"	"0.1005973"	""	""
"39076_s_at"	"0.744955"	"4.58e-01"	"-0.7567028"	"-5.8643"	"-0.113844"	"DRAP1"	"DR1 associated protein 1"
"160023_at"	"0.744955"	"4.58e-01"	"0.7566014"	"-5.86438"	"0.0740487"	"WNT2"	"Wnt family member 2"
"32178_r_at"	"0.744955"	"4.58e-01"	"-0.7565781"	"-5.86439"	"-0.190954"	"SNAP23"	"synaptosome associated protein 23"
"39174_at"	"0.74499"	"4.58e-01"	"0.7564416"	"-5.8645"	"0.1489621"	"NCOA4"	"nuclear receptor coactivator 4"
"41282_s_at"	"0.745152"	"4.58e-01"	"0.7561707"	"-5.86469"	"0.0861443"	"RER1"	"retention in endoplasmic reticulum sorting receptor 1"
"31962_at"	"0.745546"	"4.59e-01"	"0.7554316"	"-5.86524"	"0.0373726"	"RPL37A"	"ribosomal protein L37a"
"32523_at"	"0.745546"	"4.59e-01"	"-0.7554236"	"-5.86524"	"-0.1179568"	"CLTB"	"clathrin light chain B"
"36113_s_at"	"0.745546"	"4.59e-01"	"-0.7553849"	"-5.86527"	"-0.0600176"	"TNNT1"	"troponin T1, slow skeletal type"
"39616_at"	"0.745546"	"4.59e-01"	"0.7553543"	"-5.8653"	"0.1417325"	"PTGER3"	"prostaglandin E receptor 3"
"36402_at"	"0.745997"	"4.59e-01"	"-0.7547805"	"-5.86572"	"-0.0802015"	"ZNF101"	"zinc finger protein 101"
"39721_at"	"0.746127"	"4.59e-01"	"-0.7545436"	"-5.86589"	"-0.0605694"	"EFNB1"	"ephrin B1"
"39586_at"	"0.746236"	"4.59e-01"	"0.7543285"	"-5.86605"	"0.1358589"	"DSG1"	"desmoglein 1"
"37172_at"	"0.746395"	"4.60e-01"	"-0.7539614"	"-5.86632"	"-0.0804836"	"CPB2"	"carboxypeptidase B2"
"31416_at"	"0.746395"	"4.60e-01"	"0.7539602"	"-5.86632"	"0.0770976"	"MBTPS2"	"membrane bound transcription factor peptidase, site 2"
"36625_at"	"0.746581"	"4.60e-01"	"-0.7536647"	"-5.86654"	"-0.0520438"	"ACOT1///ACOT2"	"acyl-CoA thioesterase 1///acyl-CoA thioesterase 2"
"33584_at"	"0.74662"	"4.60e-01"	"0.7534648"	"-5.86668"	"0.0753557"	"CDKL2"	"cyclin dependent kinase like 2"
"38173_at"	"0.74662"	"4.60e-01"	"0.7532441"	"-5.86685"	"0.0787777"	"SETD1B"	"SET domain containing 1B"
"41310_f_at"	"0.74662"	"4.60e-01"	"0.7532271"	"-5.86686"	"0.1312546"	"NR2F6"	"nuclear receptor subfamily 2 group F member 6"
"36858_at"	"0.74662"	"4.60e-01"	"-0.7532102"	"-5.86687"	"-0.0943238"	"RRS1"	"ribosome biogenesis regulator homolog"
"31382_f_at"	"0.74662"	"4.60e-01"	"0.7531199"	"-5.86694"	"0.1497011"	"UGT2B11"	"UDP glucuronosyltransferase family 2 member B11"
"36719_r_at"	"0.746639"	"4.60e-01"	"-0.7528325"	"-5.86715"	"-0.0919855"	"PDK3"	"pyruvate dehydrogenase kinase 3"
"34880_at"	"0.746639"	"4.60e-01"	"0.7528046"	"-5.86717"	"0.0972023"	"RBM42"	"RNA binding motif protein 42"
"36500_at"	"0.746639"	"4.60e-01"	"0.7527991"	"-5.86717"	"0.0550896"	"NSDHL"	"NAD(P) dependent steroid dehydrogenase-like"
"31989_s_at"	"0.746835"	"4.60e-01"	"0.7524922"	"-5.8674"	"0.0909402"	"KIF17"	"kinesin family member 17"
"33615_at"	"0.746861"	"4.61e-01"	"0.7522263"	"-5.86759"	"0.0693888"	"OR1E1"	"olfactory receptor family 1 subfamily E member 1"
"32248_at"	"0.746861"	"4.61e-01"	"0.7521812"	"-5.86762"	"0.0669902"	"WDR82"	"WD repeat domain 82"
"39171_at"	"0.746861"	"4.61e-01"	"-0.7520783"	"-5.8677"	"-0.0573223"	"CTNNBIP1"	"catenin beta interacting protein 1"
"32484_at"	"0.746861"	"4.61e-01"	"0.7520205"	"-5.86774"	"0.0896681"	"ACKR2"	"atypical chemokine receptor 2"
"39806_at"	"0.746861"	"4.61e-01"	"-0.751962"	"-5.86779"	"-0.1512338"	"ASF1A"	"anti-silencing function 1A histone chaperone"
"36974_at"	"0.747464"	"4.61e-01"	"-0.7512292"	"-5.86832"	"-0.0797448"	"PSMF1"	"proteasome inhibitor subunit 1"
"40483_at"	"0.747592"	"4.61e-01"	"0.7508227"	"-5.86862"	"0.0576232"	"C1orf61"	"chromosome 1 open reading frame 61"
"34054_at"	"0.747592"	"4.61e-01"	"0.7508"	"-5.86864"	"0.0650281"	"CD70"	"CD70 molecule"
"36512_at"	"0.747592"	"4.62e-01"	"0.7506019"	"-5.86878"	"0.3480857"	"AADAC"	"arylacetamide deacetylase"
"33913_at"	"0.747592"	"4.62e-01"	"0.7504461"	"-5.86889"	"0.0720364"	"PRRC2A"	"proline rich coiled-coil 2A"
"38978_at"	"0.747592"	"4.62e-01"	"-0.7503599"	"-5.86896"	"-0.1015679"	"PAIP1"	"poly(A) binding protein interacting protein 1"
"33872_at"	"0.747592"	"4.62e-01"	"0.7502737"	"-5.86902"	"0.113209"	"ADGRL2"	"adhesion G protein-coupled receptor L2"
"37615_at"	"0.747592"	"4.62e-01"	"0.7500166"	"-5.86921"	"0.0628137"	"GRB10"	"growth factor receptor bound protein 10"
"40539_at"	"0.747592"	"4.62e-01"	"-0.7500084"	"-5.86921"	"-0.069996"	"MYO9B"	"myosin IXB"
"32937_at"	"0.747592"	"4.62e-01"	"0.7499889"	"-5.86923"	"0.0876298"	"EFR3B"	"EFR3 homolog B"
"41380_at"	"0.747592"	"4.62e-01"	"-0.7498769"	"-5.86931"	"-0.0653757"	"DPH2"	"DPH2 homolog"
"32018_at"	"0.747592"	"4.62e-01"	"0.7498351"	"-5.86934"	"0.1015196"	"PARD6B"	"par-6 family cell polarity regulator beta"
"38866_at"	"0.747592"	"4.62e-01"	"0.7497696"	"-5.86939"	"0.1206875"	"GRAP2"	"GRB2-related adaptor protein 2"
"32023_at"	"0.747592"	"4.62e-01"	"0.7496184"	"-5.8695"	"0.05468"	"ZNF391"	"zinc finger protein 391"
"1244_at"	"0.747592"	"4.62e-01"	"0.7496019"	"-5.86951"	"0.0471563"	"STAT2"	"signal transducer and activator of transcription 2"
"31874_at"	"0.747592"	"4.62e-01"	"0.7495512"	"-5.86955"	"0.0728417"	"GAS2L1"	"growth arrest specific 2 like 1"
"38601_at"	"0.747592"	"4.62e-01"	"-0.7490604"	"-5.86991"	"-0.0429671"	"BEST1"	"bestrophin 1"
"39317_at"	"0.747592"	"4.63e-01"	"-0.748971"	"-5.86997"	"-0.3091449"	"CMAHP"	"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"32776_at"	"0.747592"	"4.63e-01"	"-0.7489428"	"-5.86999"	"-0.0830861"	"RALB"	"RALB Ras like proto-oncogene B"
"34752_at"	"0.747592"	"4.63e-01"	"-0.748933"	"-5.87"	"-0.1731506"	"NEK7"	"NIMA related kinase 7"
"32054_at"	"0.747592"	"4.63e-01"	"0.7488476"	"-5.87006"	"0.1747774"	"CCNT2"	"cyclin T2"
"32265_at"	"0.747592"	"4.63e-01"	"0.7488461"	"-5.87006"	"0.055735"	"NR4A1"	"nuclear receptor subfamily 4 group A member 1"
"1397_at"	"0.747592"	"4.63e-01"	"0.7487448"	"-5.87014"	"0.0856675"	"MAP3K11"	"mitogen-activated protein kinase kinase kinase 11"
"32480_at"	"0.747592"	"4.63e-01"	"-0.7487338"	"-5.87014"	"-0.0960165"	"HOXC4"	"homeobox C4"
"32578_at"	"0.747592"	"4.63e-01"	"0.7486818"	"-5.87018"	"0.0589495"	"MLX"	"MLX, MAX dimerization protein"
"530_at"	"0.747602"	"4.63e-01"	"0.7485331"	"-5.87029"	"0.0529249"	"TONSL"	"tonsoku-like, DNA repair protein"
"1421_at"	"0.747602"	"4.63e-01"	"-0.7484704"	"-5.87034"	"-0.138393"	"CAMK4"	"calcium/calmodulin dependent protein kinase IV"
"40130_at"	"0.74767"	"4.63e-01"	"0.7482339"	"-5.87051"	"0.0896023"	"ATG9A"	"autophagy related 9A"
"36942_at"	"0.74767"	"4.63e-01"	"0.7481986"	"-5.87054"	"0.0867567"	"IST1"	"IST1, ESCRT-III associated factor"
"34486_at"	"0.74773"	"4.63e-01"	"0.7479588"	"-5.87071"	"0.0646479"	""	""
"32881_at"	"0.74773"	"4.63e-01"	"0.7479345"	"-5.87073"	"0.0437286"	"BICDL1"	"BICD family like cargo adaptor 1"
"738_at"	"0.747893"	"4.63e-01"	"-0.7476412"	"-5.87094"	"-0.2009232"	"NT5C2"	"5'-nucleotidase, cytosolic II"
"37592_at"	"0.747893"	"4.63e-01"	"0.7473674"	"-5.87114"	"0.0803155"	"CKMT2"	"creatine kinase, mitochondrial 2"
"41826_at"	"0.747893"	"4.64e-01"	"0.7473096"	"-5.87118"	"0.089007"	"FAM234B"	"family with sequence similarity 234 member B"
"32796_f_at"	"0.747893"	"4.64e-01"	"0.7473092"	"-5.87118"	"0.1893657"	"PRSS2"	"protease, serine 2"
"1786_at"	"0.747893"	"4.64e-01"	"-0.7472616"	"-5.87122"	"-0.0732639"	"MERTK"	"MER proto-oncogene, tyrosine kinase"
"33989_f_at"	"0.747977"	"4.64e-01"	"0.7470321"	"-5.87138"	"0.1549102"	"TMBIM6"	"transmembrane BAX inhibitor motif containing 6"
"39703_at"	"0.747977"	"4.64e-01"	"-0.7469601"	"-5.87144"	"-0.1565363"	"KDM6A"	"lysine demethylase 6A"
"36234_at"	"0.747977"	"4.64e-01"	"-0.7468011"	"-5.87155"	"-0.0854946"	"SNORD10///SNORA48///SNORA67///EIF4A1"	"small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1"
"41009_at"	"0.747977"	"4.64e-01"	"0.7467717"	"-5.87157"	"0.1226961"	"ANO3"	"anoctamin 3"
"36662_at"	"0.748138"	"4.64e-01"	"0.7464817"	"-5.87179"	"0.0821164"	"MYL7"	"myosin light chain 7"
"40049_at"	"0.748138"	"4.64e-01"	"-0.7463573"	"-5.87188"	"-0.113295"	"DAPK1"	"death associated protein kinase 1"
"34576_at"	"0.748138"	"4.64e-01"	"0.7463021"	"-5.87192"	"0.0777294"	"MAGEA8"	"MAGE family member A8"
"34341_at"	"0.748235"	"4.64e-01"	"0.745897"	"-5.87221"	"0.0525971"	"PPAT"	"phosphoribosyl pyrophosphate amidotransferase"
"31983_at"	"0.748235"	"4.64e-01"	"-0.7458871"	"-5.87222"	"-0.0952717"	"EMX2"	"empty spiracles homeobox 2"
"37263_at"	"0.748235"	"4.64e-01"	"-0.7457514"	"-5.87232"	"-0.218496"	"GGH"	"gamma-glutamyl hydrolase"
"250_at"	"0.748235"	"4.64e-01"	"0.7457014"	"-5.87235"	"0.0501087"	"NFATC3"	"nuclear factor of activated T-cells 3"
"40411_at"	"0.748235"	"4.65e-01"	"-0.7455794"	"-5.87244"	"-0.1054161"	"NCOA6"	"nuclear receptor coactivator 6"
"1741_s_at"	"0.748235"	"4.65e-01"	"0.7455611"	"-5.87245"	"0.2199274"	"IGFBP2"	"insulin like growth factor binding protein 2"
"40045_g_at"	"0.748235"	"4.65e-01"	"0.7454712"	"-5.87252"	"0.087331"	"LDLRAD4"	"low density lipoprotein receptor class A domain containing 4"
"33192_g_at"	"0.748235"	"4.65e-01"	"0.7452957"	"-5.87265"	"0.0678752"	"SLF2"	"SMC5-SMC6 complex localization factor 2"
"39209_r_at"	"0.748235"	"4.65e-01"	"-0.7452525"	"-5.87268"	"-0.2254996"	"PPBP"	"pro-platelet basic protein"
"32041_r_at"	"0.748235"	"4.65e-01"	"-0.7451965"	"-5.87272"	"-0.1465163"	"CDC5L"	"cell division cycle 5 like"
"1517_at"	"0.748416"	"4.65e-01"	"0.7449062"	"-5.87293"	"0.0446199"	"CYP2F1"	"cytochrome P450 family 2 subfamily F member 1"
"41831_at"	"0.748517"	"4.65e-01"	"-0.7447005"	"-5.87308"	"-0.076793"	"LRP5"	"LDL receptor related protein 5"
"1316_at"	"0.748691"	"4.65e-01"	"-0.7444171"	"-5.87328"	"-0.0537721"	"THRA"	"thyroid hormone receptor, alpha"
"1022_f_at"	"0.748692"	"4.65e-01"	"0.744316"	"-5.87336"	"0.0879352"	"IFNA14"	"interferon alpha 14"
"39807_at"	"0.748813"	"4.65e-01"	"0.7440167"	"-5.87358"	"0.0900745"	"MCM9"	"minichromosome maintenance 9 homologous recombination repair factor"
"36451_at"	"0.748813"	"4.66e-01"	"0.7439218"	"-5.87364"	"0.0968293"	"ACVR1B"	"activin A receptor type 1B"
"38434_at"	"0.748813"	"4.66e-01"	"-0.743888"	"-5.87367"	"-0.0561476"	"AAMP"	"angio associated migratory cell protein"
"38172_at"	"0.748905"	"4.66e-01"	"-0.7435931"	"-5.87388"	"-0.0588637"	"CBR3"	"carbonyl reductase 3"
"34840_at"	"0.748905"	"4.66e-01"	"-0.7435784"	"-5.87389"	"-0.2099271"	"SERINC5"	"serine incorporator 5"
"37553_at"	"0.748905"	"4.66e-01"	"-0.7434909"	"-5.87396"	"-0.0461619"	"TESK1"	"testis-specific kinase 1"
"35994_at"	"0.749031"	"4.66e-01"	"0.7431978"	"-5.87417"	"0.0626214"	"LIN37"	"lin-37 DREAM MuvB core complex component"
"32491_at"	"0.749031"	"4.66e-01"	"0.7430666"	"-5.87426"	"0.0895388"	"DRD3"	"dopamine receptor D3"
"1824_s_at"	"0.749031"	"4.66e-01"	"0.7427456"	"-5.8745"	"0.08663"	"PCNA"	"proliferating cell nuclear antigen"
"32424_at"	"0.749031"	"4.66e-01"	"0.7426458"	"-5.87457"	"0.0527177"	"HAS1"	"hyaluronan synthase 1"
"33042_r_at"	"0.749031"	"4.66e-01"	"-0.7426294"	"-5.87458"	"-0.1043351"	""	""
"32779_s_at"	"0.749031"	"4.66e-01"	"0.7424618"	"-5.8747"	"0.0839358"	"ITPR1"	"inositol 1,4,5-trisphosphate receptor type 1"
